ID,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,poster_url,trailer_url,ContentRatingID
251,Color,Shawn Levy,179,108,189,1000,Rami Malek,49000,250863264,Robin Williams,Night at the Museum,234480,55486,Steve Coogan,2,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,444,English,USA,PG,110000000,2006,3000,6.4000000953674316,1.8500000238418579,3000,https://image.tmdb.org/t/p/w500/pDsAAYf6Zn0yiAGJ6lYGs6hoZ4E.jpg,https://www.youtube.com/watch?v=Ltba1_-tRT4,6
252,Color,Brad Peyton,358,114,62,884,Ioan Gruffudd,12000,155181728,Dwayne Johnson,San Andreas,147497,16718,Archie Panjabi,0,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,499,English,USA,PG-13,110000000,2015,2000,6.0999999046325684,2.3499999046325684,52000,https://image.tmdb.org/t/p/w500/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,https://www.youtube.com/watch?v=F1ZewAPl7L0,11
253,Color,Roger Spottiswoode,160,119,55,387,Colin Salmon,811,125332008,Vincent Schiavelli,Tomorrow Never Dies,149680,2958,Joe Don Baker,3,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,328,English,UK,PG-13,110000000,1997,766,6.5,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/gZm002w7q9yLOkltxT76TWGfdZX.jpg,https://www.youtube.com/watch?v=QP1FMpIo-uQ,11
254,Color,Roland Emmerich,192,142,776,1000,Adam Baldwin,13000,113330344,Heath Ledger,The Patriot,207613,19454,Tom Wilkinson,1,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,1144,English,USA,R,110000000,2000,2000,7.0999999046325684,2.3499999046325684,4000,https://image.tmdb.org/t/p/w500/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,https://www.youtube.com/watch?v=OpKR4qTOVgI,15
255,Color,Steven Soderbergh,198,125,0,350,Julia Roberts,11000,125531632,Brad Pitt,Ocean's Twelve,284852,19359,Mini Anden,0,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,627,English,USA,PG-13,110000000,2004,8000,6.4000000953674316,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/pE5anFf7nf6ah7V3VRezQ1KSovi.jpg,https://www.youtube.com/watch?v=ATHwwFhB-UQ,11
256,Color,Doug Liman,233,126,218,322,Angelina Jolie Pitt,11000,186336096,Brad Pitt,Mr. & Mrs. Smith,348861,22722,Stephanie March,2,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,798,English,USA,PG-13,120000000,2005,11000,6.5,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/kjD700RtyhveN3ZbOnSvUSne0Qj.jpg,https://www.youtube.com/watch?v=TWB_icm5M38,11
257,Color,Robert Schwentke,263,119,124,1000,Theo James,14000,129995816,Kate Winslet,Insurgent,154621,22622,Mekhi Phifer,0,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1,258,English,USA,PG-13,110000000,2015,5000,6.3000001907348633,2.3499999046325684,27000,https://image.tmdb.org/t/p/w500/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,https://www.youtube.com/watch?v=jfaqVegF2mo,11
258,Black and White,Martin Scorsese,267,170,17000,827,Adam Scott,29000,102608824,Leonardo DiCaprio,The Aviator,264318,34582,Frances Conroy,0,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,799,English,USA,PG-13,110000000,2004,3000,7.5,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/lx4kWcZc3o9PaNxlQpEJZM17XUI.jpg,https://www.youtube.com/watch?v=dkwypzOQf8o,11
259,Color,Rob Letterman,184,85,11,116,Catherine Tate,480,42776260,James Corden,Gulliver's Travels,53160,1173,Olly Alexander,1,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,121,English,USA,PG,112000000,2010,392,4.9000000953674316,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/tazLyiF4q2w07jXjg4z4CQZgvY.jpg,,6
260,Color,Michel Gondry,447,119,1000,741,Tom Wilkinson,11000,98780040,Christoph Waltz,The Green Hornet,136019,13391,Chad L. Coleman,0,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,443,English,USA,PG-13,120000000,2011,1000,5.8000001907348633,2.3499999046325684,14000,https://image.tmdb.org/t/p/w500/1YrRviphr3eXPus9iHyQX56QgIE.jpg,https://www.youtube.com/watch?v=PMA-taGtfXs,11
261,Color,,29,60,,432,Dirk Benedict,669,,George Peppard,The A-Team,25402,1655,Dwight Schultz,4,http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1,97,English,USA,TV-PG,,,554,7.5999999046325684,4,0,,,18
262,Color,Noam Murro,366,102,263,1000,Sullivan Stapleton,6000,106369120,Eva Green,300: Rise of an Empire,225273,10583,Peter Mensah,0,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,523,English,USA,R,110000000,2014,1000,6.1999998092651367,2.3499999046325684,71000,https://image.tmdb.org/t/p/w500/wYDdWN1McB1Sio4z1dPSkb40Z78.jpg,https://www.youtube.com/watch?v=bsoJaQ2gZh4,15
263,Color,Raja Gosnell,172,103,67,111,Tim Gunn,383,142614160,Mahadeo Shivraj,The Smurfs,66593,692,Madison McKinley,3,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153,English,USA,PG,110000000,2011,113,5.5,1.7799999713897705,31000,https://image.tmdb.org/t/p/w500/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,https://www.youtube.com/watch?v=vc0dljW2ZaU,6
264,Color,Will Finn,104,76,6,421,Roseanne Barr,12000,50026352,Steve Buscemi,Home on the Range,13581,13607,G.W. Bailey,0,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,88,English,USA,PG,110000000,2004,513,5.4000000953674316,1.7799999713897705,304,https://image.tmdb.org/t/p/w500/9xIIo4FMquy5SRqn8hppyr2QadR.jpg,https://www.youtube.com/watch?v=r9T5XOBjFUE,6
265,Color,Robert Schwentke,181,120,124,943,Theo James,6000,66002192,Naomi Watts,Allegiant,44296,12452,Zoë Kravitz,3,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,144,English,USA,PG-13,110000000,2016,5000,5.8000001907348633,2.3499999046325684,12000,https://image.tmdb.org/t/p/w500/aSsOFs0O84HKmYtgGGbmzjLOBrJ.jpg,https://www.youtube.com/watch?v=ESJBomF-9Y8,11
266,Color,Shawn Levy,327,127,189,544,Torey Michael Adkins,20000,85463312,Hugh Jackman,Real Steel,254841,22254,Olga Fonda,1,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,426,English,USA,PG-13,110000000,2011,929,7.0999999046325684,2.3499999046325684,36000,https://image.tmdb.org/t/p/w500/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,https://www.youtube.com/watch?v=obYuPJH2oTE,11
267,Color,Raja Gosnell,125,105,67,40,Nancy O'Dell,681,71017784,Jacob Tremblay,The Smurfs 2,27257,914,Vanessa Matsui,3,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,59,English,USA,PG,105000000,2013,71,5.4000000953674316,1.8500000238418579,0,https://image.tmdb.org/t/p/w500/tmjvgbEH4BKYFfHmWXjXrHgi8wT.jpg,https://www.youtube.com/watch?v=W-yEIIMtwCA,6
268,Color,Jan de Bont,79,121,101,202,Temuera Morrison,673,48068396,Jason Patric,Speed 2: Cruise Control,60573,2027,Lois Chiles,0,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1,248,English,USA,PG-13,160000000,1997,368,3.7000000476837158,2.3499999046325684,894,https://image.tmdb.org/t/p/w500/gnK1ocpwUTj24zAktzomOJsD2bu.jpg,https://www.youtube.com/watch?v=tRAxg_8HAsc,11
269,Color,Gavin Hood,326,114,151,430,Moises Arias,11000,61656848,Harrison Ford,Ender's Game,184561,12908,Aramis Knight,4,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,554,English,USA,PG-13,110000000,2013,635,6.6999998092651367,2.3499999046325684,123000,https://image.tmdb.org/t/p/w500/vmd3CNeG2B9FXsit61oc7oxabej.jpg,https://www.youtube.com/watch?v=KecVAykkfCM,11
270,Color,Len Wiseman,354,129,235,297,Jonathan Sadowski,13000,134520800,Bruce Willis,Live Free or Die Hard,336235,13961,Cyril Raffaelli,1,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,782,English,USA,PG-13,110000000,2007,300,7.1999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/wplG0vWnpnzkIBDxBhTfIygqfoK.jpg,https://www.youtube.com/watch?v=86ss__OIscQ,11
271,Color,Peter Jackson,297,171,0,857,Orlando Bloom,16000,313837568,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring,1238746,22342,Billy Boyd,2,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,5060,English,New Zealand,PG-13,93000000,2001,5000,8.8000001907348633,2.3499999046325684,21000,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://www.youtube.com/watch?v=CbYmZOV3G-Q,11
272,Color,Frank Coraci,188,120,153,447,Steve Coogan,1000,24004160,Jim Broadbent,Around the World in 80 Days,68720,3175,Cécile De France,0,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,191,English,USA,PG,110000000,2004,1000,5.8000001907348633,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/bBiMw6Jtg8tSTcEq8jFV7qk9TRW.jpg,https://www.youtube.com/watch?v=tFe7H-7YWD0,6
273,Black and White,Michael Mann,174,165,0,780,Jada Pinkett Smith,10000,58183968,Will Smith,Ali,79186,14196,Joe Morton,1,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,386,English,USA,R,107000000,2001,851,6.8000001907348633,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/hBE9VTgwmHbIBkJ0uxrnmqJOpkm.jpg,https://www.youtube.com/watch?v=Gej0ngCyHf4,15
274,Color,Bo Welch,109,82,34,434,Kelly Preston,760,100446896,Sean Hayes,The Cat in the Hat,36033,2762,Spencer Breslin,1,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1,456,English,USA,PG,109000000,2003,743,3.7999999523162842,1.8500000238418579,946,https://image.tmdb.org/t/p/w500/uYYLz67e5xEQMsY858VSSCDsLU6.jpg,https://www.youtube.com/watch?v=oIPq9Kp-9A0,6
275,Color,Alex Proyas,225,115,295,466,Bruce Greenwood,10000,144795344,Will Smith,"I, Robot",387632,12068,Chi McBride,1,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,789,English,USA,PG-13,120000000,2004,981,7.0999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/efwv6F2lGaghjPpBRSINHtoEiZB.jpg,https://www.youtube.com/watch?v=ry1N9lrzt7A,11
276,Color,Ridley Scott,239,194,0,195,Orlando Bloom,14000,47396696,Liam Neeson,Kingdom of Heaven,217373,19600,Philip Glenister,1,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,942,English,USA,R,130000000,2005,5000,7.1999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/rNaBe4TwbMef71sgscqabpGKsxh.jpg,https://www.youtube.com/watch?v=6Z2wGCZ2fSM,15
277,Color,Rob Minkoff,101,84,50,692,Nathan Lane,979,140015232,Chazz Palminteri,Stuart Little,94172,3382,Jeffrey Jones,0,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1,179,English,Germany,PG,133000000,1999,886,5.9000000953674316,1.8500000238418579,0,https://image.tmdb.org/t/p/w500/362lcwTJlNyAhitTlp2UraECISR.jpg,https://www.youtube.com/watch?v=Wlo-sYrADlw,6
278,Color,Ron Clements,228,97,63,525,Jenifer Lewis,852,104374104,Oprah Winfrey,The Princess and the Frog,89351,2480,Anika Noni Rose,0,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,214,English,USA,G,105000000,2009,578,7.0999999046325684,1.8500000238418579,5000,https://image.tmdb.org/t/p/w500/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,https://www.youtube.com/watch?v=Kw4fSwQbrFo,14
279,Color,Ridley Scott,568,151,0,372,Donald Glover,13000,228430992,Matt Damon,The Martian,472488,14831,Benedict Wong,1,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023,English,USA,PG-13,108000000,2015,801,8.1000003814697266,2.3499999046325684,153000,https://image.tmdb.org/t/p/w500/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg,https://www.youtube.com/watch?v=ej3ioOneTy8,11
280,,Christopher Barnard,,22,0,,,5,,Mathew Buck,"10,000 B.C.",6,5,,0,http://www.imdb.com/title/tt1869849/?ref_=fn_tt_tt_1,,,,,,,,7.1999998092651367,,0,,,
281,Color,Michael Bay,257,136,0,3000,Steve Buscemi,19000,35799024,Scarlett Johansson,The Island,263329,34839,Djimon Hounsou,1,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899,English,USA,PG-13,126000000,2005,12000,6.9000000953674316,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/juSBGCTK463as9clAea4mE2N3s0.jpg,https://www.youtube.com/watch?v=pZsDzeJh4nU,11
282,Color,Peter Chelsom,62,104,23,591,Warren Beatty,752,6712451,Del Zamora,Town & Country,4102,3133,Garry Shandling,0,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,89,English,New Line,R,90000000,2001,631,4.4000000953674316,1.8500000238418579,53,https://image.tmdb.org/t/p/w500/4ckfJA1zqdXG7ttBqGZ2A91YHQs.jpg,https://www.youtube.com/watch?v=TddNSETGZ0Y,15
283,Color,Dominic Sena,175,127,57,3000,Angelina Jolie Pitt,12000,101643008,Nicolas Cage,Gone in Sixty Seconds,218341,29069,Robert Duvall,1,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1,498,English,USA,PG-13,90000000,2000,11000,6.5,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/lFsJJjnGcNhewSIM9XBTaHsI2et.jpg,https://www.youtube.com/watch?v=cxCE9gDm1vo,11
284,Color,Ridley Scott,265,171,0,695,Connie Nielsen,3000,187670864,Djimon Hounsou,Gladiator,982637,6521,Oliver Reed,0,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,2368,English,USA,R,103000000,2000,933,8.5,2.3499999046325684,21000,https://image.tmdb.org/t/p/w500/w0YjBWVfu689txEXZG3xa4Aev3i.jpg,https://www.youtube.com/watch?v=2yXdPxl0mpo,15
285,Color,Steven Spielberg,252,145,14000,533,Frank Grillo,10000,132014112,Tom Cruise,Minority Report,399651,12546,Jessica Capshaw,0,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,1331,English,USA,PG-13,102000000,2002,798,7.6999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg,https://www.youtube.com/watch?v=3JNsNp2DVSE,11
286,Color,Chris Columbus,232,174,0,9000,Rupert Grint,11000,261970608,Daniel Radcliffe,Harry Potter and the Chamber of Secrets,387616,35672,Emma Watson,1,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,858,English,UK,PG,100000000,2002,10000,7.4000000953674316,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,https://www.youtube.com/watch?v=nE11U5iBnH0,6
287,Black and White,Martin Campbell,400,144,258,834,Tobias Menzies,6000,167007184,Eva Green,Casino Royale,470483,9125,Ivana Milicevic,1,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,2301,English,UK,PG-13,150000000,2006,1000,8,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,https://www.youtube.com/watch?v=U4NT78c-pYs,11
288,Color,Tim Burton,230,119,13000,567,Estella Warren,1000,180011744,Cary-Hiroyuki Tagawa,Planet of the Apes,177725,2776,Erick Avari,0,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,1368,English,USA,PG-13,100000000,2001,658,5.6999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/lZ1pUxJCO14ObrhDuxTBuYm0tjN.jpg,https://www.youtube.com/watch?v=F0TvY2sgZnU,11
289,Color,James Cameron,210,153,0,539,Jenette Goldstein,780,204843344,Joe Morton,Terminator 2: Judgment Day,744891,2829,S. Epatha Merkerson,0,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,983,English,USA,R,102000000,1991,604,8.5,2.3499999046325684,13000,https://image.tmdb.org/t/p/w500/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,https://www.youtube.com/watch?v=DX1Y8e7i6cw,15
290,Color,Michael Mann,357,140,0,1000,Christian Bale,40000,97030728,Johnny Depp,Public Enemies,230931,64599,Stephen Graham,1,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,585,English,USA,R,100000000,2009,23000,7,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/ezFQaPf4cOEfsl39Me0gSV29d7V.jpg,https://www.youtube.com/watch?v=pv0DMzFwEW4,15
291,Color,Ridley Scott,300,176,0,561,Ruby Dee,18000,130127616,Denzel Washington,American Gangster,324671,20354,RZA,0,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1,458,English,USA,R,100000000,2007,782,7.8000001907348633,1.8500000238418579,0,https://image.tmdb.org/t/p/w500/8sV6nWuKczuXRt0C6EWoXqJAj6G.jpg,https://www.youtube.com/watch?v=BV_nssS6Zkg,15
292,Color,James Cameron,94,141,0,618,Tia Carrere,2000,146282416,Jamie Lee Curtis,True Lies,190439,4528,Tom Arnold,0,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1,351,English,USA,R,115000000,1994,1000,7.1999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,https://www.youtube.com/watch?v=Qw4hz62r-Kk,15
293,Color,Tony Scott,267,106,12000,385,Ramon Rodriguez,18000,65452312,Denzel Washington,The Taking of Pelham 1 2 3,149998,19906,Michael Rispoli,1,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,285,English,USA,R,100000000,2009,464,6.4000000953674316,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/rEnyQiBu6goqJfvQXpUZQjpoHVp.jpg,https://www.youtube.com/watch?v=N8TtjRlX_3E,15
294,Color,Paul Weitz,180,98,80,708,Blythe Danner,22000,148383776,Robert De Niro,Little Fockers,85531,24082,Teri Polo,10,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,152,English,USA,PG-13,100000000,2010,713,5.5,1.8500000238418579,0,https://image.tmdb.org/t/p/w500/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg,https://www.youtube.com/watch?v=KfmGjA1OJ5A,11
295,Color,Adam McKay,265,116,285,107,Will Ferrell,12000,119219976,Dwayne Johnson,The Other Guys,189806,20233,Derek Jeter,2,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,316,English,USA,PG-13,100000000,2010,8000,6.6999998092651367,2.3499999046325684,16000,https://image.tmdb.org/t/p/w500/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg,https://www.youtube.com/watch?v=D6WOoUG1eNo,11
296,Color,Chuck Russell,81,115,55,383,James Coburn,1000,101228120,Vanessa Williams,Eraser,84424,3454,Roma Maffia,1,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,131,English,USA,R,100000000,1996,773,6.0999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/uu2gBpFElDfxTI6BI9bT4pZ4kvw.jpg,https://www.youtube.com/watch?v=GZNhdAuUhpA,15
297,Color,Quentin Tarantino,765,165,16000,265,Christoph Waltz,29000,162804640,Leonardo DiCaprio,Django Unchained,955174,40978,Ato Essandoh,1,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,1193,English,USA,R,100000000,2012,11000,8.5,2.3499999046325684,199000,https://image.tmdb.org/t/p/w500/bV0rWoiRo7pHUTQkh6Oio6irlXO.jpg,https://www.youtube.com/watch?v=_iH0UBYDI4g,15
298,Color,Gary Trousdale,80,91,21,542,Jason Alexander,2000,100117600,Demi Moore,The Hunchback of Notre Dame,102933,4842,Bill Fagerbakke,0,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1,230,English,USA,G,100000000,1996,700,6.9000000953674316,1.7799999713897705,0,https://image.tmdb.org/t/p/w500/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg,https://www.youtube.com/watch?v=HUGraD-rxjk,14
299,Color,Mark Dindal,141,78,10,253,Wendie Malick,558,89296576,Eartha Kitt,The Emperor's New Groove,128285,2039,John Fiedler,1,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,297,English,USA,G,100000000,2000,452,7.3000001907348633,1.6599999666213989,0,https://image.tmdb.org/t/p/w500/xU635vn1lMD9DWDloeuKmuhxxnQ.jpg,https://www.youtube.com/watch?v=vjlPrTzOPUI,14
300,Color,Simon West,383,103,165,13000,Sylvester Stallone,26000,85017400,Jason Statham,The Expendables 2,246803,57881,Bruce Willis,3,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,474,English,USA,R,92000000,2012,13000,6.6999998092651367,2.3499999046325684,108000,https://image.tmdb.org/t/p/w500/74rTIGyGoIu5KSxDVMdr8H3MtMo.jpg,https://www.youtube.com/watch?v=ip_CYHdyUBs,15
301,Color,Jon Turteltaub,193,131,226,341,Armando Riesco,12000,173005008,Nicolas Cage,National Treasure,255447,13679,Annie Parisse,0,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,692,English,USA,PG,100000000,2004,625,6.9000000953674316,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,https://www.youtube.com/watch?v=I0u9-5lPP4Q,6
302,Black and White,Stefen Fangmeier,170,104,14,203,Ed Speleers,3000,75030160,Djimon Hounsou,Eragon,108076,4487,Gary Lewis,0,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,1690,English,USA,PG,100000000,2006,762,5.0999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg,https://www.youtube.com/watch?v=MAqm-1zUyno,6
303,Color,Spike Jonze,333,101,0,279,Ryan Corr,925,77222184,Catherine O'Hara,Where the Wild Things Are,87677,1738,Max Records,0,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,388,English,Germany,PG,100000000,2009,468,6.8000001907348633,2.3499999046325684,11000,https://image.tmdb.org/t/p/w500/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg,https://www.youtube.com/watch?v=G6DD3K86X8k,6
304,Color,Joe Wright,256,111,456,394,Cara Delevingne,20000,34964816,Hugh Jackman,Pan,39956,21393,Nonso Anozie,4,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,USA,PG,150000000,2015,548,5.8000001907348633,2.3499999046325684,24000,https://image.tmdb.org/t/p/w500/w8i0mZR7MEL7c3bXSsuYg7VJsew.jpg,https://www.youtube.com/watch?v=Y1wRv8vTpxo,6
305,Color,Chris Wedge,203,102,77,120,Emma Kenney,14000,107515296,Josh Hutcherson,Epic,85833,14552,Troy Evans,2,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,113,English,USA,PG,100000000,2013,151,6.6999998092651367,2.3499999046325684,17000,https://image.tmdb.org/t/p/w500/81cSsWzjTfR3cJSqnTiHwy1eyPK.jpg,https://www.youtube.com/watch?v=_KqNCnd8AN4,6
306,Color,Florian Henckel von Donnersmarck,321,103,207,3000,Angelina Jolie Pitt,40000,67631160,Johnny Depp,The Tourist,176598,55175,Rufus Sewell,0,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,English,USA,PG-13,100000000,2010,11000,6,2.3499999046325684,25000,https://image.tmdb.org/t/p/w500/oXe1nw4HcS32YVpvxwsWEVdvEXA.jpg,https://www.youtube.com/watch?v=GRp5LkBkqnQ,11
307,Color,Peter Hyams,174,121,0,595,Mark Margolis,1000,66862068,CCH Pounder,End of Days,89509,3903,Udo Kier,0,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,524,English,USA,R,83000000,1999,1000,5.6999998092651367,2.3499999046325684,2000,https://image.tmdb.org/t/p/w500/pY8FbKKl3VD0jRI1iDFrwN6alLa.jpg,https://www.youtube.com/watch?v=3qO3R8OlwYs,15
308,Color,Edward Zwick,166,143,380,452,Djimon Hounsou,29000,57366264,Leonardo DiCaprio,Blood Diamond,400292,33160,Stephen Collins,0,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,657,English,Germany,R,100000000,2006,3000,8,2.3499999046325684,14000,https://image.tmdb.org/t/p/w500/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg,https://www.youtube.com/watch?v=YG_a8lw512A,15
309,Color,Martin Scorsese,606,240,17000,4000,Matthew McConaughey,29000,116866728,Leonardo DiCaprio,The Wolf of Wall Street,780588,46057,Jon Favreau,3,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,1138,English,USA,R,100000000,2013,11000,8.1999998092651367,2.3499999046325684,138000,https://image.tmdb.org/t/p/w500/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,https://www.youtube.com/watch?v=Slj4-Sv-YNA,15
310,Color,Joel Schumacher,144,121,541,680,Rene Auberjonois,920,184031104,Michael Gough,Batman Forever,190786,2880,Debi Mazar,4,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,539,English,USA,PG-13,100000000,1995,710,5.4000000953674316,1.8500000238418579,0,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,https://www.youtube.com/watch?v=suOgRZflPtk,11
311,Color,Paul Verhoeven,192,129,719,423,Patrick Muldoon,660,54700064,Jake Busey,Starship Troopers,221521,2031,Seth Gilliam,0,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,1049,English,USA,R,105000000,1997,475,7.1999998092651367,1.8500000238418579,0,https://image.tmdb.org/t/p/w500/wlveVIVxvI7AHR4u5X9J0n31gmE.jpg,https://www.youtube.com/watch?v=zPYuV_jGk7M,15
312,Color,Tom Tykwer,511,172,670,1000,Jim Sturgess,15000,27098580,Tom Hanks,Cloud Atlas,284825,22686,Jim Broadbent,5,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,828,English,Germany,R,102000000,2012,5000,7.5,2.3499999046325684,124000,https://image.tmdb.org/t/p/w500/8naVv2Xu3rWI5JKHz0vCujx6GaJ.jpg,https://www.youtube.com/watch?v=ByehYal_cCs,15
313,Color,Zack Snyder,188,101,0,577,Richard Roxburgh,2000,55673332,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole,65785,4286,Anthony LaPaglia,1,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,160,English,USA,PG,80000000,2010,653,7,2.3499999046325684,16000,https://image.tmdb.org/t/p/w500/qweKCtPdnIP2uGp1PgWZyCV7gzj.jpg,https://www.youtube.com/watch?v=dqYcduQcaRc,6
