id,title,original_title,release_date,popularity,vote_average,vote_count,overview,poster_path,backdrop_path,original_language,genre_ids
1126166,Flight Risk,Flight Risk,2025-01-22,58.3519,6.1,679,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",https://image.tmdb.org/t/p/w500/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,https://image.tmdb.org/t/p/w500/hwlyY7LJdEFbCPaGNXiskKKmJ5X.jpg,en,"28, 53"
126889,Alien: Covenant,Alien: Covenant,2017-05-09,49.135,6.155,8872,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",https://image.tmdb.org/t/p/w500/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,https://image.tmdb.org/t/p/w500/2qluV8y79LnBBHaMpwewCjQ1Htk.jpg,en,"878, 27, 53"
533535,Deadpool & Wolverine,Deadpool & Wolverine,2024-07-24,50.4412,7.598,7179,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",https://image.tmdb.org/t/p/w500/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,https://image.tmdb.org/t/p/w500/by8z9Fe8y7p4jo2YlW2SZDnptyT.jpg,en,"28, 35, 878"
567609,Ready or Not,Ready or Not,2019-08-21,47.262,7.035,4767,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.,https://image.tmdb.org/t/p/w500/oJD9KQFoObZmxAS1je56SIFVNJt.jpg,https://image.tmdb.org/t/p/w500/oJ1MIABA0WF0a7MDVQnnMvBdex8.jpg,en,"27, 35"
811941,Devara: Part 1,Devara: Part 1,2024-09-26,52.3202,6.995,192,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",https://image.tmdb.org/t/p/w500/1105WNYals12Va2f4F3VeBZdcWX.jpg,https://image.tmdb.org/t/p/w500/hAQnXxOwCjgYcKRgTdYPRC8neqL.jpg,te,"28, 18"
374720,Dunkirk,Dunkirk,2017-07-19,31.7443,7.5,16774,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",https://image.tmdb.org/t/p/w500/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,https://image.tmdb.org/t/p/w500/ddIkmH3TpR6XSc47jj0BrGK5Rbz.jpg,en,"10752, 28, 18"
473,Pi,Pi,1998-07-10,41.0162,7.115,2294,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",https://image.tmdb.org/t/p/w500/fJA22FjlAW8rzrOw9Mwanl6oTc9.jpg,https://image.tmdb.org/t/p/w500/pVmCanXNPYqE74cJoL0U6C9ONf5.jpg,en,"9648, 18, 53"
519182,Despicable Me 4,Despicable Me 4,2024-06-20,46.8901,7.047,2743,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",https://image.tmdb.org/t/p/w500/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,https://image.tmdb.org/t/p/w500/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,en,"16, 10751, 35, 878"
515001,Jojo Rabbit,Jojo Rabbit,2019-10-18,45.5519,8.01,9784,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",https://image.tmdb.org/t/p/w500/7GsM4mtM0worCtIVeiQt28HieeN.jpg,https://image.tmdb.org/t/p/w500/zrlJRfjpMsn4FtwZsg9k7YW87gR.jpg,en,"35, 10752, 18"
1217690,Homestead,Homestead,2024-12-19,45.7687,5.902,41,"A nuclear bomb is detonated in Los Angeles, and the nation devolves into unprecedented chaos. Ex-Green Beret Jeff Eriksson and his family escape to The Homestead, an eccentric prepper’s fortress nestled in the mountains. As violent threats and apocalyptic conditions creep toward their borders, the residents of The Homestead are left to wonder: how long can a group of people resist both the dangers of human nature and the bloodshed at their doorstep?",https://image.tmdb.org/t/p/w500/fKts7WTTP7KWvI6N7WYIuEhmgXP.jpg,https://image.tmdb.org/t/p/w500/7xbAPWP9utLRecydyFSBaQ0PYGZ.jpg,en,"53, 18, 28"
238,The Godfather,The Godfather,1972-03-14,47.8916,8.687,21413,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,https://image.tmdb.org/t/p/w500/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,en,"18, 80"
1373723,The Codes of War,The Codes of War,2025-03-20,44.6834,6.117,60,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg,https://image.tmdb.org/t/p/w500/ibF5XVxTzf1ayzZrmiJqgeQ39Qk.jpg,en,"28, 10752"
1184918,The Wild Robot,The Wild Robot,2024-09-12,45.2517,8.319,4861,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",https://image.tmdb.org/t/p/w500/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,https://image.tmdb.org/t/p/w500/1pmXyN3sKeYoUhu5VBZiDU4BX21.jpg,en,"16, 878, 10751"
539972,Kraven the Hunter,Kraven the Hunter,2024-12-11,45.5352,6.583,1650,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",https://image.tmdb.org/t/p/w500/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,https://image.tmdb.org/t/p/w500/v9Du2HC3hlknAvGlWhquRbeifwW.jpg,en,"28, 12, 53"
39843,Red to Kill,弱殺,1994-10-20,31.0004,6.2,25,"A serial rapist rapes a girl with mental disability for wearing a red dress, which triggers him. Now the girl's social worker vows to get revenge on the rapist.",https://image.tmdb.org/t/p/w500/uCSairsy6ZtiH8dbWWLKOsj1giP.jpg,https://image.tmdb.org/t/p/w500/5nrI9kwI2J11vAOIpOJ7CgqN74N.jpg,cn,27
1055451,Founders Day,Founders Day,2024-01-19,40.6697,4.541,49,A small town is shaken by a series of ominous killings in the days leading up to a heated mayoral election.,https://image.tmdb.org/t/p/w500/ohzLPC9lHUWseBgB7HRcz0GBkFb.jpg,https://image.tmdb.org/t/p/w500/5g9wIe8Q8GFPdVLSmC372gvZfci.jpg,en,"27, 53, 35"
372058,Your Name.,君の名は。,2016-08-26,42.8376,8.484,11748,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",https://image.tmdb.org/t/p/w500/8GJsy7w7frGquw1cy9jasOGNNI1.jpg,https://image.tmdb.org/t/p/w500/8x9iKH8kWA0zdkgNdpAew7OstYe.jpg,ja,"16, 10749, 18"
872585,Oppenheimer,Oppenheimer,2023-07-19,45.6401,8.061,10195,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,https://image.tmdb.org/t/p/w500/neeNHeXjMF5fXoCJRsOmkNGC7q.jpg,en,"18, 36"
696506,Mickey 17,Mickey 17,2025-02-28,44.6549,6.9,1857,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",https://image.tmdb.org/t/p/w500/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,https://image.tmdb.org/t/p/w500/qUc0Hol3eP74dbW4YyqT6oRLYgT.jpg,en,"878, 35, 12"
1229730,Carjackers,Carjackers,2025-03-27,43.5607,6.087,172,"By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?",https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg,https://image.tmdb.org/t/p/w500/is9bmV6uYXu7LjZGJczxrjJDlv8.jpg,fr,"28, 12"
1229730,Carjackers,Carjackers,2025-03-27,43.5607,6.087,172,"By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?",https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg,https://image.tmdb.org/t/p/w500/is9bmV6uYXu7LjZGJczxrjJDlv8.jpg,fr,"28, 12"
1022789,Inside Out 2,Inside Out 2,2024-06-11,44.5751,7.6,5809,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",https://image.tmdb.org/t/p/w500/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,https://image.tmdb.org/t/p/w500/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,en,"16, 12, 35, 10751"
1011477,Karate Kid: Legends,Karate Kid: Legends,2025-05-08,45.742,9.667,3,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",https://image.tmdb.org/t/p/w500/ckI6bmQDvvGy20FPTIW1kfGKGRK.jpg,https://image.tmdb.org/t/p/w500/tGjo4L15aELqZGqQH3ThZQGMKmL.jpg,en,"28, 12, 18"
1083968,Locked,Locked,2025-03-20,45.7284,6.2,115,"When Eddie breaks into a luxury SUV, he steps into a deadly trap set by William, a self-proclaimed vigilante delivering his own brand of twisted justice. With no means of escape, Eddie must fight to survive in a ride where escape is an illusion, survival is a nightmare, and justice shifts into high gear.",https://image.tmdb.org/t/p/w500/hhkiqXpfpufwxVrdSftzeKIANl3.jpg,https://image.tmdb.org/t/p/w500/r4X2xRrWleVgx0kahP27xRmm3ia.jpg,en,53
760497,The Match,승부,2025-03-26,45.5615,8.0,5,"When a legendary Go master loses his title to a one-time friend and protégé, he sets out to reclaim it in a high-stakes battle of wits and skill.",https://image.tmdb.org/t/p/w500/8PmxsTT77KBlmT3OWyf3Q09yBOy.jpg,https://image.tmdb.org/t/p/w500/tAQOKgDUYYMVSRkogQjEb1TyCOW.jpg,ko,18
919207,12.12: The Day,서울의 봄,2023-11-22,40.9932,7.5,110,"After the assassination of President Park, martial law has been declared. A coup d'état bursts out by DefenseSecurity Commander Chun Doo-gwang and a private band of officers following him. Capital Defense Commander Lee Tae-shin, an obstinate soldier who believes the military should not take political actions, fights against Chun Doo-gwang to stop him. The conflict between the two grows while military leaders are holding their decision and Defense Minister is gone. In the midst of chaos, the spring of Seoul that everyone longed for heads to unexpected direction.",https://image.tmdb.org/t/p/w500/vy14tKxsbJYdDyFl6kQuVkK2s44.jpg,https://image.tmdb.org/t/p/w500/yOn8w3aGd6Rf9JYki7XaC9ZiyDg.jpg,ko,"18, 36, 53, 80, 10752, 28"
558449,Gladiator II,Gladiator II,2024-11-13,41.6454,6.743,3293,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",https://image.tmdb.org/t/p/w500/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,https://image.tmdb.org/t/p/w500/euYIwmwkmz95mnXvufEmbL6ovhZ.jpg,en,"28, 12, 18"
1064486,Memoir of a Snail,Memoir of a Snail,2024-10-17,45.0249,8.049,474,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",https://image.tmdb.org/t/p/w500/57AgZv1ITeBLShiNdchZ5153evs.jpg,https://image.tmdb.org/t/p/w500/jl2YIADk391yc6Qjy9JhgCRkHJk.jpg,en,"16, 18, 35"
968171,Sex Education Mistresses,性教育ママ,1973-11-20,53.1087,5.9,5,"An erotic comedy depicting the sex adventures of  young wives living in an apartment complex, that are not satisfied with just having sex with their husbands.",https://image.tmdb.org/t/p/w500/xghWMg0pkBOdLHCTESyeyHU68wl.jpg,,ja,35
1377424,Victoria,വിക്ടോറിയ,2024-12-14,44.1854,5.0,1,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations.",https://image.tmdb.org/t/p/w500/hw09PdM2o7pF1zxn1pM8NTMPzno.jpg,https://image.tmdb.org/t/p/w500/poWMPKjfUDO96dm1lA3hvbHLbdb.jpg,ml,18
933260,The Substance,The Substance,2024-09-07,43.8228,7.144,4547,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",https://image.tmdb.org/t/p/w500/evdF1vmLzuzH8EFblqAXBXWRGSi.jpg,https://image.tmdb.org/t/p/w500/pRjCDn51n9otE0AzpGRYGVWP1LB.jpg,en,"27, 878"
927342,Amaran,அமரன்,2024-10-31,41.6084,7.383,227,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",https://image.tmdb.org/t/p/w500/eCB06m1KUGilEOlIzb40nkQhVY0.jpg,https://image.tmdb.org/t/p/w500/7cNE2qydew1c8fqnlhWjkE3DHc2.jpg,ta,"28, 18, 12, 10752"
1356039,Counterattack,Contraataque,2025-02-27,40.0646,8.369,668,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,https://image.tmdb.org/t/p/w500/deUWVEgNh2IGjShyymZhaYP40ye.jpg,es,"28, 12, 53"
447332,A Quiet Place,A Quiet Place,2018-04-03,37.3234,7.4,14530,A family is forced to live in silence while hiding from creatures that hunt by sound.,https://image.tmdb.org/t/p/w500/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,https://image.tmdb.org/t/p/w500/roYyPiQDQKmIKUEhO912693tSja.jpg,en,"27, 18, 878"
300668,Annihilation,Annihilation,2018-02-22,37.7261,6.426,8829,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",https://image.tmdb.org/t/p/w500/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg,https://image.tmdb.org/t/p/w500/9trZvBr44UGedUOiGo3jgSUw13e.jpg,en,"878, 27"
823219,Flow,Straume,2024-08-29,41.3645,8.2,1904,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",https://image.tmdb.org/t/p/w500/imKSymKBK7o73sajciEmndJoVkR.jpg,https://image.tmdb.org/t/p/w500/b3mdmjYTEL70j7nuXATUAD9qgu4.jpg,lv,"16, 14, 12"
693134,Dune: Part Two,Dune: Part Two,2024-02-27,38.8733,8.149,6620,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",https://image.tmdb.org/t/p/w500/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg,https://image.tmdb.org/t/p/w500/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,en,"878, 12"
419430,Get Out,Get Out,2017-02-24,38.0727,7.6,17846,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",https://image.tmdb.org/t/p/w500/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,https://image.tmdb.org/t/p/w500/o8dPH0ZSIyyViP6rjRX1djwCUwI.jpg,en,"9648, 53, 27"
502356,The Super Mario Bros. Movie,The Super Mario Bros. Movie,2023-04-05,39.6029,7.6,9659,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,https://image.tmdb.org/t/p/w500/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,en,"10751, 35, 12, 16"
7451,xXx,xXx,2002-08-09,40.1828,5.942,4409,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,https://image.tmdb.org/t/p/w500/qwK9soQmmJ7kRdjLZVXblw3g7AQ.jpg,en,"28, 12, 53, 80"
7451,xXx,xXx,2002-08-09,40.1828,5.942,4409,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,https://image.tmdb.org/t/p/w500/qwK9soQmmJ7kRdjLZVXblw3g7AQ.jpg,en,"28, 12, 53, 80"
977294,Tin Soldier,Tin Soldier,2025-05-22,40.346,0.0,0,"An ex-special forces operative seeks revenge against a cult leader who has corrupted his former comrades, the Shinjas. This leader, known as The Bokushi, promises veterans a purpose and protection, but is revealed to be a destructive influence. The ex-soldier, Nash Cavanaugh, joins forces with military operative Emmanuel Ashburn to infiltrate the Bokushi's fortress and expose his reign of terror",https://image.tmdb.org/t/p/w500/lFFDrFLXywFhy6khHes1LCFVMsL.jpg,https://image.tmdb.org/t/p/w500/jRvhP4AfFnJ03lCQhp1fie7XPSd.jpg,en,"28, 53"
263115,Logan,Logan,2017-02-28,37.1147,7.8,19591,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",https://image.tmdb.org/t/p/w500/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,https://image.tmdb.org/t/p/w500/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,en,"28, 18, 878"
1156593,Your Fault,Culpa tuya,2024-12-26,38.0646,7.144,1233,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg,https://image.tmdb.org/t/p/w500/k24eZq5I3jyz4htPkZCRpnUmBzE.jpg,es,"10749, 18"
345940,The Meg,The Meg,2018-08-09,36.8749,6.248,7794,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",https://image.tmdb.org/t/p/w500/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,https://image.tmdb.org/t/p/w500/2uSCHUsmzb6KkQPFSxBQ7bgfJLE.jpg,en,"28, 878, 27"
447273,Snow White,Snow White,2025-03-19,36.4351,4.5,612,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.",https://image.tmdb.org/t/p/w500/oLxWocqheC8XbXbxqJ3x422j9PW.jpg,https://image.tmdb.org/t/p/w500/xb9wpY31SeVZbfkevYuolhfV63w.jpg,en,"10751, 14"
1091,The Thing,The Thing,1982-06-25,35.4116,8.069,7271,"In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Soon unfrozen, the form-changing creature wreaks havoc, creates terror... and becomes one of them.",https://image.tmdb.org/t/p/w500/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,https://image.tmdb.org/t/p/w500/r9leYNa8nTRCceZrZhP1DXkgKVb.jpg,en,"27, 9648, 878"
157336,Interstellar,Interstellar,2014-11-05,36.9297,8.5,37078,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,https://image.tmdb.org/t/p/w500/l33oR0mnvf20avWyIMxW02EtQxn.jpg,en,"12, 18, 878"
324786,Hacksaw Ridge,Hacksaw Ridge,2016-10-07,35.4032,8.193,14075,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",https://image.tmdb.org/t/p/w500/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,https://image.tmdb.org/t/p/w500/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,en,"18, 36, 10752"
1087891,The Amateur,The Amateur,2025-04-09,36.0746,6.7,239,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg,https://image.tmdb.org/t/p/w500/yMoEGh8kDEwqsoJumnQLwFJ9V6h.jpg,en,"53, 28"
1405338,Demon City,Demon City 鬼ゴロシ,2025-02-26,35.7058,6.928,223,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg,https://image.tmdb.org/t/p/w500/hD2SN5bbqxk0kcRmsATJkXObgnZ.jpg,ja,"28, 80, 14, 53"
335,Once Upon a Time in the West,C'era una volta il West,1968-12-21,34.003,8.282,4514,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,https://image.tmdb.org/t/p/w500/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg,it,"18, 37"
334541,Manchester by the Sea,Manchester by the Sea,2016-11-17,33.6122,7.546,5983,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",https://image.tmdb.org/t/p/w500/o9VXYOuaJxCEKOxbA86xqtwmqYn.jpg,https://image.tmdb.org/t/p/w500/wj2nLa0vfS0SLu2vJ6ABTRhMrok.jpg,en,18
1101401,Sugar Baby,Sugar Baby,2024-10-15,33.7025,6.038,13,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.",https://image.tmdb.org/t/p/w500/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg,https://image.tmdb.org/t/p/w500/kYqEsUtilXXcb7FDfGIUaDq7j5F.jpg,en,"53, 35"
1165067,Cosmic Chaos,Cosmic Chaos,2023-08-03,32.9651,6.064,47,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg,https://image.tmdb.org/t/p/w500/m2mzlsJjE3UAqeUB5fLUkpWg4Iq.jpg,en,"53, 878"
1122099,The Ballad of Wallis Island,The Ballad of Wallis Island,2025-03-28,34.2133,7.8,11,"Eccentric lottery winner Charles lives alone on a remote island but dreams of hiring his favourite musician, Herb McGwyer, to play an exclusive, private gig. Unbeknownst to Herb, Charles has also hired Herb’s ex-bandmate and ex-girlfriend, Nell, with her new husband in tow, to perform the old favourites. As tempers flare and old tensions resurface, the stormy weather traps them all on the island and Charles desperately looks for a way to salvage his dream gig.",https://image.tmdb.org/t/p/w500/AhmJOYdUn9katXqDk0ZpZanQ0xp.jpg,https://image.tmdb.org/t/p/w500/1nn7nCFRTKeWOXbtjrFxfSvf1EI.jpg,en,"35, 18, 10402"
370172,No Time to Die,No Time to Die,2021-09-29,35.4349,7.367,6504,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",https://image.tmdb.org/t/p/w500/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,https://image.tmdb.org/t/p/w500/bz7pwNGCbV576COsDcYN9MbEACC.jpg,en,"28, 53, 12"
1064213,Anora,Anora,2024-10-14,35.0435,7.0,2121,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",https://image.tmdb.org/t/p/w500/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,https://image.tmdb.org/t/p/w500/87GU2ifjNYtgYtcRH1NNH1P4ODo.jpg,en,"18, 35, 10749"
453395,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,2022-05-04,35.1586,7.3,9511,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",https://image.tmdb.org/t/p/w500/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,https://image.tmdb.org/t/p/w500/iKUwhA4DUxMcNKu5lLSbDFwwilk.jpg,en,"14, 28, 12"
369192,Battle of the Sexes,Battle of the Sexes,2017-09-22,32.1995,6.8,1875,The true story of the 1973 tennis match between world number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,https://image.tmdb.org/t/p/w500/fWy0A3VojTCb0S2MKtEJjpquubF.jpg,https://image.tmdb.org/t/p/w500/wCHJuJwEfOrrykgDas8T4m79Bzs.jpg,en,"18, 35, 36"
